site.name,site.id,ccamlr.region,Longitude.EPSG.4326,Latitude.EPSG.4326,common.name,day,month,year,season.starting,count,accuracy,count.type
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,0,0,1988,1988,1080,3,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,0,0,1988,1988,755,2,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,7,12,1994,1994,807,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,11,12,1994,1994,793,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,15,12,1994,1994,704,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,20,11,1995,1995,806,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,28,11,1995,1995,827,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,3,12,1995,1995,822,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,14,12,1995,1995,813,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,16,12,1995,1995,793,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,5,12,1996,1996,644,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,23,11,1997,1997,742,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,22,1,1999,1998,1135,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,20,1,2000,1999,935,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,14,1,2001,2000,926,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,23,1,2003,2002,661,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,10,12,2002,2002,485,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,24,1,2004,2003,731,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,21,11,2003,2003,553,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,24,1,2004,2003,3260,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,4,12,2003,2003,2145,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,4,2,2005,2004,580,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,21,11,2004,2004,532,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,7,12,2004,2004,0,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,23,1,2005,2004,2781,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,7,12,2004,2004,2265,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,27,1,2006,2005,589,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,22,11,2005,2005,479,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,23,11,2005,2005,0,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,25,1,2006,2005,3453,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,2,12,2005,2005,2438,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,4,2,2007,2006,458,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,21,11,2006,2006,410,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,19,11,2006,2006,0,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,2,2,2007,2006,3344,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,24,11,2006,2006,2293,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,30,1,2008,2007,434,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,18,11,2007,2007,390,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,20,11,2007,2007,0,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,5,2,2008,2007,3348,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,23,11,2007,2007,2719,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,12,1,2009,2008,438,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,18,1,2009,2008,431,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,19,11,2008,2008,395,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,1,12,2008,2008,331,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,27,12,2008,2008,318,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,12,1,2009,2008,3731,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,1,12,2008,2008,2897,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,5,1,2010,2009,269,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,28,1,2010,2009,450,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,11,11,2009,2009,367,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,14,12,2009,2009,316,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,14,12,2009,2009,3020,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,5,12,2010,2010,239,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,0,0,2010,2010,251,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,2,1,2011,2010,1,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,23,1,2011,2010,1,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,7,1,2013,2012,278,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,3,2,2013,2012,439,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,21,12,2012,2012,296,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,chinstrap penguin,7,1,2013,2012,0,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,7,1,2013,2012,3300,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,20,1,2014,2013,382,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,12,12,2013,2013,283,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,0,0,2013,2013,292,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,2,1,2014,2013,3057,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,0,0,2013,2013,3561,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,3,1,2015,2014,287,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,14,1,2015,2014,419,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,20,1,2015,2014,445,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,30,1,2015,2014,475,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,14,1,2015,2014,3085,1,nests
Petermann Island,PETE,48.1,-64.137,-65.176,gentoo penguin,27,1,2015,2014,3905,1,chicks
Petermann Island,PETE,48.1,-64.137,-65.176,adelie penguin,25,1,2016,2015,363,1,chicks
Pillar Ridge,PILL,48.1,-54.222,-61.271,chinstrap penguin,12,1,1977,1976,10370,5,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,16,1,1984,1983,500,4,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,5,1,1998,1997,1553,2,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,15,1,2011,2010,2763,1,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,13,12,2012,2012,3142,1,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,16,12,2013,2013,3173,1,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,24,12,2013,2013,3079,1,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,5,12,2014,2014,3524,1,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,16,12,2014,2014,3872,1,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,1,1,2016,2015,3338,1,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,5,12,2015,2015,3657,1,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,10,1,2017,2016,3136,1,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,10,12,2016,2016,3143,1,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,14,12,2016,2016,3296,1,nests
Pinguino Island,PING,48.1,-60.9857,-64.1435,chinstrap penguin,25,12,2016,2016,3571,1,nests
Pirie Peninsula,PIRI,48.2,-44.662,-60.69,chinstrap penguin,28,12,1983,1983,16930,4,nests
Pickup Point,PKUP,48.1,-54.645,-61.116,chinstrap penguin,18,1,1971,1970,300,3,nests
Plato Island (Platter Island),PLAT,48.1,-54.6742,-63.433,adelie penguin,22,1,2011,2010,27902,5,nests
Penguin Ladder,PLDR,48.1,-54.72,-61.143,chinstrap penguin,18,1,1971,1970,5250,3,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,23,12,1982,1982,500,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,28,11,1999,1999,1577,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,13,12,2000,2000,1579,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,3,1,2003,2002,1639,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,4,1,2004,2003,2164,2,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,22,12,2003,2003,2170,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,4,1,2005,2004,2135,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,5,1,2007,2006,1574,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,10,1,2008,2007,1994,2,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,1,2,2008,2007,2984,1,chicks
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,3,1,2009,2008,2169,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,25,1,2009,2008,2829,1,chicks
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,4,12,2008,2008,2251,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,17,1,2010,2009,2041,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,22,11,2009,2009,2301,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,2,2,2011,2010,2981,1,chicks
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,26,11,2010,2010,731,2,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,14,12,2010,2010,2386,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,21,12,2012,2012,2795,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,2,1,2014,2013,2628,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,13,1,2014,2013,2706,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,25,1,2014,2013,2702,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,0,0,2013,2013,3246,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,3,1,2015,2014,2953,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,20,1,2015,2014,2750,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,27,1,2015,2014,3305,1,chicks
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,30,1,2015,2014,3386,1,chicks
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,21,12,2014,2014,3026,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,15,1,2016,2015,2786,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,25,1,2016,2015,2540,1,nests
Pleneau Island,PLEN,48.1,-64.0556,-65.104,gentoo penguin,21,2,2016,2015,1578,1,chicks
Pottinger Point,POPO,48.1,-58.3582,-61.9325,chinstrap penguin,0,0,1980,1980,55861,2,nests
Pottinger Point,POPO,48.1,-58.3582,-61.9325,chinstrap penguin,31,1,1987,1986,175250,5,adults
Porteous Point,PORT,48.2,-45.675,-60.724,chinstrap penguin,12,2,1979,1978,5,1,chicks
Porteous Point,PORT,48.2,-45.675,-60.724,chinstrap penguin,0,0,2009,2009,0,1,nests
Powell Island,POWE,48.2,-45.029,-60.725,adelie penguin,27,12,1983,1983,24560,3,chicks
Powell Island,POWE,48.2,-45.029,-60.725,chinstrap penguin,27,12,1983,1983,8182,4,nests
Powell Island,POWE,48.2,-45.029,-60.725,gentoo penguin,27,12,1983,1983,2599,1,nests
Pink Pool Point,PPPT,48.1,-54.079,-61.309,chinstrap penguin,25,12,1976,1976,58500,3,nests
Pink Pool Point,PPPT,48.1,-54.079,-61.309,adelie penguin,12,12,2006,2006,1811,5,nests
Point Rae,PRAE,48.2,-44.633,-60.757,chinstrap penguin,28,12,1983,1983,400,4,nests
President Head (Snow Island),PRES,48.1,-61.2001,-62.7255,chinstrap penguin,0,0,1987,1987,100,3,adults
President Head (Snow Island),PRES,48.1,-61.2001,-62.7255,chinstrap penguin,21,11,2005,2005,23,1,nests
President Head (Snow Island),PRES,48.1,-61.2001,-62.7255,chinstrap penguin,28,11,2007,2007,7,1,nests
President Head (Snow Island),PRES,48.1,-61.2001,-62.7255,chinstrap penguin,15,12,2011,2011,0,1,nests
Principal Point,PRIN,48.1,-63.431,-64.9121,gentoo penguin,6,2,1987,1986,200,4,nests
Principal Point,PRIN,48.1,-63.431,-64.9121,gentoo penguin,21,1,2013,2012,567,1,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,0,1979,1979,17905,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,0,0,1979,1979,390,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,0,0,1979,1979,695,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,0,1980,1980,9310,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,0,0,1980,1980,526,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,0,0,1980,1980,623,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,0,1981,1981,10241,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,0,0,1981,1981,610,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,0,0,1981,1981,760,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,0,1986,1986,9320,3,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,0,1988,1988,10220,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,0,0,1988,1988,21,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,0,0,1988,1988,121,1,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,0,1989,1989,8045,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,0,0,1989,1989,18,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,0,0,1989,1989,136,3,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,0,1990,1990,8789,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,0,0,1990,1990,5,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,0,0,1990,1990,166,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,0,1991,1991,10347,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,0,0,1991,1991,190,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,0,1992,1992,10079,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,0,0,1992,1992,1,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,0,0,1992,1992,294,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,0,1994,1994,9731,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,0,0,1994,1994,0,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,0,0,1994,1994,340,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,0,1995,1995,10659,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,0,0,1995,1995,1,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,0,0,1995,1995,229,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,0,0,1995,1995,205,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,0,1996,1996,9075,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,chinstrap penguin,0,0,1996,1996,1,2,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,gentoo penguin,0,1,2003,2002,50,1,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,5,1,2011,2010,4982,1,chicks
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,5,11,2010,2010,5330,1,nests
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,11,1,2014,2013,14,1,chicks
Point Thomas,PTHO,48.1,-58.4615,-62.1631,adelie penguin,0,11,2013,2013,150,1,nests
Point Wordie,PTWD,48.1,-55.328,-61.245,chinstrap penguin,18,1,1971,1970,11640,3,nests
Point Wordie,PTWD,48.1,-55.328,-61.245,gentoo penguin,11,1,1971,1970,1000,4,nests
Purdy Point,PURD,48.2,-45.4333,-60.5333,chinstrap penguin,31,12,1983,1983,5000,5,nests
Py Point,PYPT,48.1,-63.5974,-64.8792,gentoo penguin,22,1,1983,1982,1030,1,nests
Py Point,PYPT,48.1,-63.5974,-64.8792,gentoo penguin,15,1,2009,2008,2804,4,nests
Py Point,PYPT,48.1,-63.5974,-64.8792,gentoo penguin,27,1,2010,2009,2355,3,nests
Pyrites Island,PYRI,48.1,-57.9491,-61.9241,chinstrap penguin,0,0,1980,1980,366,2,nests
Quinton Point (north),QPTN,48.1,-63.667,-64.317,chinstrap penguin,27,12,1983,1983,8000,5,adults
Quinton Point (north),QPTN,48.1,-63.667,-64.317,gentoo penguin,27,12,1983,1983,42,1,nests
Rayner Point,RAYN,48.2,-45.191,-60.648,chinstrap penguin,31,12,1983,1983,9000,4,nests
Red Island,REDI,48.1,-57.88,-63.7356,adelie penguin,29,10,2006,2006,1002,5,nests
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,0,0,1986,1986,1428,3,nests
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,2,12,2011,2011,302,1,nests
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,14,12,2011,2011,301,1,nests
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,17,12,2013,2013,234,1,nests
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,17,12,2014,2014,243,1,nests
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,13,1,2016,2015,157,1,nests
Renier Point,RENI,48.1,-59.81,-62.609,chinstrap penguin,18,1,2017,2016,258,1,chicks
Return Point,RETU,48.2,-46.0328,-60.6266,chinstrap penguin,4,1,1984,1983,15600,4,nests
Ridley Island,RIDL,48.1,-58.016,-61.85,chinstrap penguin,0,0,1980,1980,4035,2,nests
Rip Point,RIPP,48.1,-59.001,-62.235,gentoo penguin,21,1,1966,1965,10000,5,nests
Rip Point,RIPP,48.1,-59.001,-62.235,chinstrap penguin,1,2,1987,1986,18350,4,adults
Robbery Beaches,ROBB,48.1,-61.083,-62.616,chinstrap penguin,3,2,1987,1986,0,1,adults
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,11,2,1987,1986,5000,4,adults
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,15,12,2012,2012,2780,1,nests
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,9,1,2013,2012,711,1,nests
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,15,12,2012,2012,916,1,nests
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,15,12,2012,2012,902,1,nests
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,5,12,2014,2014,3283,1,nests
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,17,12,2014,2014,3292,1,nests
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,5,12,2014,2014,1054,1,nests
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,gentoo penguin,17,12,2014,2014,910,1,nests
Robert Point (Robert Island),ROBE,48.1,-59.383,-62.45,chinstrap penguin,15,12,2016,2016,2889,1,nests
Cape Roca,ROCA,48.2,-44.8167,-60.75,chinstrap penguin,28,12,1983,1983,4200,4,nests
Romeo Island,ROME,48.1,-59.9268,-62.3763,chinstrap penguin,2,2,1987,1986,500,3,adults
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,28,1,1987,1986,202,1,chicks
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,0,0,1988,1988,214,1,nests
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,29,12,1992,1992,384,1,nests
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,0,0,1994,1994,445,2,nests
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,19,2,2008,2007,538,1,chicks
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,26,12,2007,2007,328,1,nests
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,12,2,2009,2008,301,1,chicks
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,7,12,2008,2008,155,3,nests
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,13,1,2010,2009,319,1,nests
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,16,2,2010,2009,434,1,chicks
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,5,12,2012,2012,271,1,nests
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,24,12,2013,2013,161,1,nests
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,12,1,2015,2014,400,1,nests
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,16,1,2016,2015,389,1,nests
Ronge Island East,RONE,48.1,-62.6436,-64.6884,gentoo penguin,23,12,2015,2015,458,1,nests
Cape Roquemaurel,ROQU,48.1,-58.9652,-63.5486,chinstrap penguin,18,1,1987,1986,800,3,nests
Red Rock Ridge,RRRI,48.1,-67.1686,-68.2878,adelie penguin,13,2,1984,1983,1820,1,chicks
Red Rock Ridge,RRRI,48.1,-67.1686,-68.2878,adelie penguin,28,12,2007,2007,3554,1,nests
Red Rock Ridge,RRRI,48.1,-67.1686,-68.2878,adelie penguin,12,1,2013,2012,3760,1,chicks
Rudmose Rocks,RUDM,48.2,-44.602,-60.676,chinstrap penguin,28,12,1983,1983,4200,4,nests
Rugged Rocks,RUGG,48.1,-59.816,-62.601,chinstrap penguin,10,2,1987,1986,3000,3,adults
Rugged Rocks,RUGG,48.1,-59.816,-62.601,chinstrap penguin,2,12,2011,2011,1554,1,nests
Rugged Rocks,RUGG,48.1,-59.816,-62.601,chinstrap penguin,14,12,2011,2011,1514,1,nests
Rugged Rocks,RUGG,48.1,-59.816,-62.601,chinstrap penguin,21,12,2012,2012,1664,1,nests
Rugged Rocks,RUGG,48.1,-59.816,-62.601,chinstrap penguin,17,12,2013,2013,1439,1,nests
Rugged Rocks,RUGG,48.1,-59.816,-62.601,chinstrap penguin,17,12,2014,2014,1515,1,nests
Rugged Rocks,RUGG,48.1,-59.816,-62.601,chinstrap penguin,2,1,2016,2015,1484,1,nests
Rugged Rocks,RUGG,48.1,-59.816,-62.601,chinstrap penguin,18,1,2017,2016,1950,1,chicks
Rzepeki Islands,RZEP,48.1,-58.824,-62.099,chinstrap penguin,0,0,1980,1980,6430,2,nests
Saddle Island,SADD,48.2,-44.855,-60.617,chinstrap penguin,4,2,1903,1902,25000,5,adults
Sandefjord Bay,SAND,48.2,-46.0367,-60.605,chinstrap penguin,21,2,2004,2003,300000,5,adults
San Eliado Point,SANE,48.1,-63.1166,-64.844,gentoo penguin,0,0,1988,1988,150,3,nests
San Eliado Point,SANE,48.1,-63.1166,-64.844,gentoo penguin,13,12,2010,2010,245,1,nests
Saddleback Point,SAPT,48.1,-54.901,-61.099,chinstrap penguin,6,3,1971,1970,10250,4,nests
Sartorius Point,SART,48.1,-59.6567,-62.5596,chinstrap penguin,0,0,1987,1987,200,4,nests
Sartorius Point,SART,48.1,-59.6567,-62.5596,chinstrap penguin,30,12,2016,2016,364,1,nests
Saxum Nunatak,SAXU,48.1,-56.0533,-63.1367,adelie penguin,22,12,2005,2005,150,4,nests
Saxum Nunatak,SAXU,48.1,-56.0533,-63.1367,gentoo penguin,22,12,2005,2005,540,4,nests
Seal Islands,SEAL,48.1,-55.393,-60.975,chinstrap penguin,30,1,1987,1986,20000,4,adults
Small island southeast on Gerlache Island,SEGI,48.1,-64.2038,-64.6037,chinstrap penguin,2,1,1985,1984,2000,5,nests
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,15,12,2007,2007,133,1,nests
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,15,12,2007,2007,362,1,nests
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,23,1,2009,2008,258,1,nests
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,26,12,2009,2009,146,1,nests
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,26,12,2009,2009,429,1,nests
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,24,12,2011,2011,183,1,nests
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,24,12,2011,2011,416,1,nests
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,4,12,2012,2012,144,1,nests
Selvick Cove,SELV,48.1,-62.5691,-64.6405,chinstrap penguin,13,12,2012,2012,133,1,nests
Selvick Cove,SELV,48.1,-62.5691,-64.6405,gentoo penguin,4,12,2012,2012,224,1,nests
