site.name,site.id,ccamlr.region,Longitude.EPSG.4326,Latitude.EPSG.4326,common.name,day,month,year,season.starting,count,accuracy,count.type
Cape Jones,JONE,88.1,169.2272,-73.2762,adelie penguin,16,2,2011,2010,20,5,nests
Cape Jones,JONE,88.1,169.2272,-73.2762,adelie penguin,0,12,2013,2013,41,2,nests
Cape Jules,JULE,58.4.1,140.9189,-66.7438,adelie penguin,0,0,1997,1997,43259,2,nests
Cape Jules,JULE,58.4.1,140.9189,-66.7438,adelie penguin,13,2,2011,2010,56399,5,nests
Kidson Island,KIDS,58.4.2,61.187,-67.2144,adelie penguin,24,1,1989,1988,1000,4,nests
Kidson Island,KIDS,58.4.2,61.187,-67.2144,adelie penguin,2,2,2011,2010,1334,5,nests
Kirby Head,KIRB,58.4.2,46.5372,-67.2726,adelie penguin,2,12,2011,2011,4325,5,nests
Kirton/Macklin,KIRT,58.4.2,63.6378,-67.4907,adelie penguin,28,12,2006,2006,12955,5,nests
Kloa Point,KLOA,58.4.2,57.28,-66.64,emperor penguin,0,0,1977,1977,3050,1,chicks
Kloa Point,KLOA,58.4.2,57.28,-66.64,emperor penguin,0,0,1985,1985,4500,2,chicks
Kloa Point,KLOA,58.4.2,57.28,-66.64,emperor penguin,13,11,2009,2009,3283,2,adults
Kuzira Point,KUZI,58.4.2,38.2667,-69.6,adelie penguin,24,11,1981,1981,0,1,adults
Kuzira Point,KUZI,58.4.2,38.2667,-69.6,adelie penguin,14,11,1984,1984,7,1,adults
Kuzira Point,KUZI,58.4.2,38.2667,-69.6,adelie penguin,11,2,2010,2009,0,1,nests
Lauff Island,LAUF,88.2,-126.7749,-73.2325,adelie penguin,0,0,1983,1983,1167,3,nests
Lauff Island,LAUF,88.2,-126.7749,-73.2325,adelie penguin,13,12,2009,2009,0,1,nests
Lazarev,LAZA,48.6,15.55,-69.75,emperor penguin,11,10,2009,2009,821,2,adults
Ledda Bay,LEDD,88.2,-130.784,-74.228,emperor penguin,27,10,2009,2009,0,2,adults
Lewis Island,LEWI,58.4.1,134.3849,-66.1051,adelie penguin,17,1,1960,1959,1200,2,nests
Lewis Island,LEWI,58.4.1,134.3849,-66.1051,adelie penguin,12,12,2009,2009,1719,5,nests
Long Peninsula Island,LONG,58.4.2,78.324,-68.4163,adelie penguin,0,12,1981,1981,6815,1,nests
Long Peninsula Island,LONG,58.4.2,78.324,-68.4163,adelie penguin,14,12,2011,2011,3252,5,nests
Lovill Bluff,LOVI,88.2,-127.4361,-73.538,adelie penguin,0,0,1983,1983,61533,3,nests
Lovill Bluff,LOVI,88.2,-127.4361,-73.538,adelie penguin,13,12,2009,2009,1540,5,nests
Low Tongue,LOWT,58.4.2,61.9906,-67.5456,adelie penguin,29,11,2008,2008,4455,1,adults
Lindsay Islands,LSAY,88.3,-103.1829,-73.6094,adelie penguin,8,3,2011,2010,80704,5,nests
Luitpold,LUIT,48.5,-33.6,-77.77,emperor penguin,12,11,2009,2009,6498,2,adults
MacKellar Islands,MACK,58.4.1,142.65,-66.967,adelie penguin,13,1,1983,1982,27260,1,chicks
MacKellar Islands,MACK,58.4.1,142.65,-66.967,adelie penguin,5,2,2011,2010,80360,5,nests
Maher Island,MAHE,88.2,-127.0503,-73.1983,adelie penguin,0,0,1983,1983,4722,3,nests
Maher Island,MAHE,88.2,-127.0503,-73.1983,adelie penguin,1,2,2011,2010,10111,5,nests
Mallory Point,MALL,58.4.1,108.6433,-66.83,adelie penguin,1,3,2010,2009,870,5,nests
Mallory Point,MALL,58.4.1,108.6433,-66.83,adelie penguin,21,1,2011,2010,4621,2,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,16,11,1980,1980,24,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,12,11,1981,1981,70,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,18,11,1982,1982,60,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1983,1983,53,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,18,11,1984,1984,53,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1985,1985,53,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1986,1986,68,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1987,1987,72,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1988,1988,175,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1989,1989,123,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1990,1990,126,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1991,1991,139,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1992,1992,180,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1993,1993,133,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1994,1994,115,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1995,1995,106,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1996,1996,93,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1997,1997,157,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1998,1998,184,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,1999,1999,204,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,2000,2000,237,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,2001,2001,220,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,2002,2002,361,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,2003,2003,473,1,adults
Mame-zima,MAME,58.4.2,39.4833,-69.0167,adelie penguin,0,0,2004,2004,621,1,adults
Mandible Cirque,MAND,88.1,169.25,-73.117,adelie penguin,0,12,1987,1987,19361,2,nests
Mandible Cirque,MAND,88.1,169.25,-73.117,adelie penguin,0,12,1988,1988,18755,2,nests
Mandible Cirque,MAND,88.1,169.25,-73.117,adelie penguin,0,12,1991,1991,15460,2,nests
Mandible Cirque,MAND,88.1,169.25,-73.117,adelie penguin,0,12,1993,1993,17085,2,nests
Mandible Cirque,MAND,88.1,169.25,-73.117,adelie penguin,0,12,1998,1998,12649,2,nests
Mandible Cirque,MAND,88.1,169.25,-73.117,adelie penguin,0,12,2006,2006,13082,2,nests
Mandible Cirque,MAND,88.1,169.25,-73.117,adelie penguin,0,12,2013,2013,25122,2,nests
Mawson Coast (excl. Bechervaise Island),MAWS,58.4.2,62.9406,-67.5563,adelie penguin,11,2,2011,2010,39691,5,nests
Mount Biscoe,MBIS,58.4.2,51.3275,-66.2209,adelie penguin,25,10,1985,1985,5000,5,nests
Mount Biscoe,MBIS,58.4.2,51.3275,-66.2209,adelie penguin,15,2,2011,2010,28536,5,nests
McDonald Point,MCDO,58.4.2,59.6654,-67.3427,adelie penguin,14,11,2009,2009,20,5,nests
Meholmen Island,MEHO,58.4.2,39.4788,-69.0254,adelie penguin,28,1,1985,1984,0,1,adults
Meholmen Island,MEHO,58.4.2,39.4788,-69.0254,adelie penguin,29,11,1984,1984,2,1,adults
Merritt Island,MERR,58.4.1,107.1565,-66.4588,adelie penguin,20,12,2007,2007,297,5,nests
Merritt Island,MERR,58.4.1,107.1565,-66.4588,adelie penguin,1,2,2010,2009,532,2,adults
Mertz Glacier,MERT,58.4.1,146.62,-66.892,emperor penguin,17,11,2009,2009,4781,2,adults
Mount Gleadell,MGLE,58.4.2,50.44,-66.941,adelie penguin,26,1,2010,2009,1576,5,nests
Hollin/Midgley,MIDG,58.4.1,110.4036,-66.3259,adelie penguin,23,1,1980,1979,3311,3,adults
Hollin/Midgley,MIDG,58.4.1,110.4036,-66.3259,adelie penguin,25,12,1989,1989,10237,2,nests
Hollin/Midgley,MIDG,58.4.1,110.4036,-66.3259,adelie penguin,30,1,2011,2010,6311,5,nests
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,12,11,1981,1981,134,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,14,11,1982,1982,200,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,11,11,1984,1984,177,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1985,1985,178,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1986,1986,320,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1988,1988,553,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1989,1989,406,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1990,1990,434,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1991,1991,318,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1992,1992,413,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1993,1993,366,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1994,1994,349,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1995,1995,421,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1996,1996,445,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1997,1997,464,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1998,1998,490,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,1999,1999,698,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,2000,2000,625,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,2001,2001,575,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,2002,2002,743,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,2003,2003,681,1,adults
Mizukuguri Cove,MIZU,58.4.2,39.6333,-69.1917,adelie penguin,0,0,2004,2004,1144,1,adults
Mount Riiser-Larsen,MRII,58.4.2,50.5511,-66.7908,adelie penguin,17,12,1996,1996,877,1,nests
Mount Riiser-Larsen,MRII,58.4.2,50.5511,-66.7908,adelie penguin,26,1,2010,2009,1562,5,nests
Myall/McMahon,MYAL,58.4.2,45.7356,-67.6721,adelie penguin,9,2,2011,2010,686,5,nests
Nelly Island,NEIS,58.4.1,110.1782,-66.2294,adelie penguin,14,2,1980,1979,68,2,adults
Nelly Island,NEIS,58.4.1,110.1782,-66.2294,adelie penguin,24,12,1989,1989,554,2,nests
Nelly Island,NEIS,58.4.1,110.1782,-66.2294,adelie penguin,24,2,2011,2010,1316,5,nests
Nella/Thalla Islands,NELL,88.1,166.0873,-70.6136,adelie penguin,0,12,1985,1985,181,2,nests
Nella/Thalla Islands,NELL,88.1,166.0873,-70.6136,adelie penguin,27,1,2011,2010,477,5,nests
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,24,11,1981,1981,59,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,23,11,1982,1982,61,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,30,10,1984,1984,30,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,14,11,1984,1984,91,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,0,0,1994,1994,73,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,0,0,1995,1995,81,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,0,0,1997,1997,194,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,0,0,1998,1998,118,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,0,0,1999,1999,149,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,0,0,2000,2000,130,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,0,0,2001,2001,145,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,0,0,2002,2002,147,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,0,0,2003,2003,95,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,0,0,2004,2004,162,1,adults
Nokkelholmane Islands,NOKK,58.4.2,39.4635,-69.3811,adelie penguin,11,2,2010,2009,34,5,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,1984,1984,10393,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,1986,1986,10393,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,1987,1987,13052,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,1989,1989,9852,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,1991,1991,7899,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,1992,1992,10289,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,1993,1993,11345,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,1996,1996,8994,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,1998,1998,7624,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,2001,2001,9478,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,2002,2002,10366,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,2005,2005,15693,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,2006,2006,20134,2,nests
Northern Foothills (Terra Nova Bay),NORF,88.1,164,-74.75,adelie penguin,0,12,2013,2013,13408,2,nests
Noville Peninsula,NOVI,88.3,-98.45,-71.77,emperor penguin,17,11,2009,2009,3568,2,adults
Cape Nutt,NUTT,58.4.1,108.2127,-66.6352,adelie penguin,5,1,2010,2009,1971,1,adults
Cape Nutt,NUTT,58.4.1,108.2127,-66.6352,adelie penguin,17,2,2011,2010,1412,5,nests
Odbert Island,ODBE,58.4.1,110.5421,-66.3742,adelie penguin,8,1,1990,1989,10689,2,nests
Odbert Island,ODBE,58.4.1,110.5421,-66.3742,adelie penguin,3,1,2011,2010,9247,5,nests
Oldham Island,OLDH,58.4.2,61.7253,-67.5208,adelie penguin,29,11,2008,2008,3570,1,adults
Cape Omega,OMGA,58.4.2,40.9833,-68.5667,adelie penguin,24,11,1981,1981,503,1,adults
Cape Omega,OMGA,58.4.2,40.9833,-68.5667,adelie penguin,14,11,1984,1984,562,1,adults
Cape Omega,OMGA,58.4.2,40.9833,-68.5667,adelie penguin,10,12,2012,2012,0,1,nests
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,16,11,1980,1980,43,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,12,11,1981,1981,102,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,18,11,1982,1982,122,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1983,1983,59,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,18,11,1984,1984,77,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1985,1985,76,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1986,1986,158,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1987,1987,82,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1988,1988,149,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1989,1989,84,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1990,1990,77,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1991,1991,78,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1992,1992,124,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1993,1993,91,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1994,1994,101,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1995,1995,87,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1996,1996,89,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1997,1997,131,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1998,1998,192,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,1999,1999,158,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,2000,2000,162,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,2001,2001,207,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,2002,2002,479,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,2003,2003,498,1,adults
Ongulkaven,ONGU,58.4.2,39.4252,-69.0171,adelie penguin,0,0,2004,2004,650,1,adults
Point Geologie,PGEO,58.4.1,140.01,-66.67,emperor penguin,0,0,1981,1981,3020,1,nests
Point Geologie,PGEO,58.4.1,140.01,-66.67,adelie penguin,0,0,1984,1984,29182,1,adults
Point Geologie,PGEO,58.4.1,140.01,-66.67,emperor penguin,0,0,1984,1984,3119,1,adults
Point Geologie,PGEO,58.4.1,140.01,-66.67,emperor penguin,0,0,1987,1987,2300,1,chicks
Point Geologie,PGEO,58.4.1,140.01,-66.67,adelie penguin,0,0,1998,1998,42161,1,nests
Point Geologie,PGEO,58.4.1,140.01,-66.67,emperor penguin,1,10,2009,2009,2456,2,adults
Cape Phillips,PHIL,88.1,169.6168,-73.0714,adelie penguin,0,12,1987,1987,4482,2,nests
Cape Phillips,PHIL,88.1,169.6168,-73.0714,adelie penguin,0,12,1988,1988,4616,2,nests
Cape Phillips,PHIL,88.1,169.6168,-73.0714,adelie penguin,0,12,1990,1990,3855,2,nests
Cape Phillips,PHIL,88.1,169.6168,-73.0714,adelie penguin,0,12,1991,1991,3839,2,nests
Cape Phillips,PHIL,88.1,169.6168,-73.0714,adelie penguin,0,12,1993,1993,5343,2,nests
Cape Phillips,PHIL,88.1,169.6168,-73.0714,adelie penguin,0,12,1998,1998,4529,2,nests
Cape Phillips,PHIL,88.1,169.6168,-73.0714,adelie penguin,2,2,2011,2010,9881,5,nests
Cape Phillips,PHIL,88.1,169.6168,-73.0714,adelie penguin,0,12,2013,2013,11235,2,nests
Cape Pigeon Rocks,PIGE,58.4.1,143.894,-66.9334,adelie penguin,31,1,1982,1981,1410,5,chicks
Cape Pigeon Rocks,PIGE,58.4.1,143.894,-66.9334,adelie penguin,21,12,1997,1997,9000,2,chicks
Cape Pigeon Rocks,PIGE,58.4.1,143.894,-66.9334,adelie penguin,14,1,2011,2010,64607,5,nests
Peter I Island,PIIS,88.3,-90.4917,-68.835,adelie penguin,0,0,1987,1987,25,3,chicks
Peter I Island,PIIS,88.3,-90.4917,-68.835,adelie penguin,0,0,1990,1990,50,1,chicks
Peter I Island,PIIS,88.3,-90.4917,-68.835,adelie penguin,11,1,2011,2010,2,5,nests
Peterson Island,PISL,58.4.1,110.4993,-66.4665,adelie penguin,13,2,1980,1979,5946,3,adults
Peterson Island,PISL,58.4.1,110.4993,-66.4665,adelie penguin,8,1,1990,1989,20453,2,nests
Peterson Island,PISL,58.4.1,110.4993,-66.4665,adelie penguin,30,1,2011,2010,30448,5,nests
Port Martin,PMAR,58.4.1,141.3997,-66.8113,adelie penguin,21,12,1997,1997,27243,2,nests
Port Martin,PMAR,58.4.1,141.3997,-66.8113,adelie penguin,5,2,2011,2010,37994,5,nests
Possession Island,POSS,88.1,171.1692,-71.8946,adelie penguin,0,12,1983,1983,109125,2,nests
Possession Island,POSS,88.1,171.1692,-71.8946,adelie penguin,0,12,1986,1986,142483,2,nests
Possession Island,POSS,88.1,171.1692,-71.8946,adelie penguin,0,12,2006,2006,78967,2,nests
Possession Island,POSS,88.1,171.1692,-71.8946,adelie penguin,12,1,2011,2010,168583,5,nests
Possession Island,POSS,88.1,171.1692,-71.8946,adelie penguin,0,12,2013,2013,177097,2,nests
Proclamation Island,PROC,58.4.2,53.6876,-65.8424,adelie penguin,3,2,2011,2010,9277,5,nests
Peterson Bank,PSON,58.4.1,110.23,-65.92,emperor penguin,24,10,2009,2009,0,2,adults
Ragnhild,RAGN,48.6,27.15,-69.9,emperor penguin,10,10,2009,2009,6870,2,adults
Rauer Islands,RAUE,58.4.2,77.6765,-68.8331,adelie penguin,15,12,1981,1981,103916,1,nests
Rauer Islands,RAUE,58.4.2,77.6765,-68.8331,adelie penguin,9,2,2011,2010,115034,5,nests
Robinson,RBSN,58.4.2,63.4596,-67.4543,adelie penguin,23,11,2005,2005,5000,5,nests
Robinson,RBSN,58.4.2,63.4596,-67.4543,adelie penguin,28,12,2006,2006,609,5,nests
Rhyolite Island,RHYO,48.1,-68.5709,-69.6488,adelie penguin,0,0,1989,1989,35,1,nests
Rhyolite Island,RHYO,48.1,-68.5709,-69.6488,adelie penguin,6,2,2011,2010,36,5,nests
Riiser,RIIS,48.6,-15.11,-72.12,emperor penguin,0,0,1986,1986,5900,2,chicks
Riiser,RIIS,48.6,-15.11,-72.12,emperor penguin,27,10,2009,2009,4013,2,adults
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,0,0,1964,1964,11700,3,chicks
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,0,0,1983,1983,3851,2,chicks
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,0,0,2007,2007,10414,2,chicks
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,0,0,2007,2007,4339,1,adults
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,0,0,2008,2008,10088,2,chicks
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,0,0,2008,2008,5934,1,adults
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,16,10,2009,2009,9505,2,adults
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,0,0,2010,2010,3888,2,chicks
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,0,0,2010,2010,5702,1,adults
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,0,0,2011,2011,8702,1,chicks
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,0,0,2011,2011,7144,1,adults
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,0,0,2012,2012,5113,1,chicks
Cape Roget,ROGE,88.1,170.59,-71.99,emperor penguin,0,0,2012,2012,6270,1,adults
Robinson (northwest),RONW,58.4.2,63.413,-67.4489,adelie penguin,28,12,2006,2006,111,5,nests
Rookery Islands,ROOK,58.4.2,62.5099,-67.6044,adelie penguin,0,0,1988,1988,44800,2,nests
Rookery Islands,ROOK,58.4.2,62.5099,-67.6044,adelie penguin,11,2,2011,2010,43989,5,nests
Robinson (southeast),ROSE,58.4.2,63.4956,-67.4749,adelie penguin,23,11,2005,2005,500,5,nests
Robinson (southeast),ROSE,58.4.2,63.4956,-67.4749,adelie penguin,28,12,2006,2006,800,5,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,0,1980,1980,2039,1,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1983,1983,2317,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1984,1984,2460,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1985,1985,3246,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1986,1986,3252,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1987,1987,3986,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1988,1988,3604,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1989,1989,2817,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1990,1990,2651,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1991,1991,3101,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1992,1992,3627,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1993,1993,3297,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1994,1994,3472,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1995,1995,3751,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1996,1996,3378,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1997,1997,3933,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1998,1998,3411,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,1999,1999,3620,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2000,2000,2363,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2001,2001,1367,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2002,2002,2239,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2003,2003,1963,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2004,2004,2036,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2005,2005,2459,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2006,2006,2607,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2007,2007,2654,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2008,2008,1805,2,nests
Cape Royds,ROYD,88.1,166.1639,-77.5545,adelie penguin,0,12,2009,2009,2609,2,nests
